country,countryISO,techSector,topic,indicator,category,unit,year,observations,value
Russian Federation,RUS,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,10.5
Hong Kong,HKG,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,2
Sweden,SWE,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,14
Italy,ITA,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,11.569999694824219
Russian Federation,RUS,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,4.170000076293945
Brazil,BRA,Transmission and distribution,Patents,Total,Total,Number,2015,0,1
Sweden,SWE,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,23
Brazil,BRA,Wind,Patents,Detail,Clean Energy,Number,2015,0,6
,WORLD,Other renewables,Patents,Detail,Clean Energy,Number,2015,0,272.8299865722656
Hong Kong,HKG,Total - all technologies,Patents,,,Number,2015,0,445.05999755859375
Denmark,DNK,Transmission and distribution,Patents,Total,Total,Number,2015,0,1
Saudi Arabia,SAU,Fossil fuel patents,Patents,Total,Total,Number,2015,0,42.52000045776367
Great Britain,GBN,Processing and downstream,Patents,Total,Total,Number,2015,0,33.58000183105469
Germany,DEU,Upstream,Patents,Total,Total,Number,2015,0,39.459999084472656
Austria,AUT,Fossil fuel patents,Patents,Total,Total,Number,2015,0,25.06999969482422
Finland,FIN,Fossil fuel patents,Patents,Total,Total,Number,2015,0,47.90999984741211
Austria,AUT,Wind,Patents,Detail,Clean Energy,Number,2015,0,5.920000076293945
People's Republic of China,CHN,Grid,Patents,Detail,Clean Energy,Number,2015,0,70.93000030517578
Singapore,SGP,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,16.850000381469727
Great Britain,GBN,Nuclear,Patents,Detail,Clean Energy,Number,2015,0,8
India,IND,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,6
Norway,NOR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,8
United Kingdom,GBR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,12
Great Britain,GBN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,86.55000305175781
Chinese Taipei,TWN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,5
Canada,CAN,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,9.029999732971191
Brazil,BRA,Fossil fuel patents,Patents,Total,Total,Number,2015,0,40.619998931884766
Netherlands,NLD,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Hong Kong,HKG,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,6
Sweden,SWE,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,7
Netherlands,NLD,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,16.670000076293945
Finland,FIN,Clean energy patents,Patents,Total,Total,Number,2015,0,138.9600067138672
Russian Federation,RUS,Building energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,6
Brazil,BRA,Upstream,Patents,Total,Total,Number,2015,0,29.700000762939453
Chinese Taipei,TWN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,5
Hong Kong,HKG,Clean energy patents,Patents,Total,Total,Number,2015,0,17.170000076293945
Germany,DEU,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,2.130000114440918
Norway,NOR,Renewables,Patents,Detail,Clean Energy,Number,2015,0,3.5
Chinese Taipei,TWN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2015,0,0.800000011920929
Singapore,SGP,Upstream,Patents,Total,Total,Number,2015,0,21.350000381469727
Germany,DEU,Processing and downstream,Patents,Total,Total,Number,2015,0,102.52999877929688
Belgium,BEL,Fossil fuel patents,Patents,Total,Total,Number,2015,0,8.079999923706055
Great Britain,GBN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,88.93000030517578
Sweden,SWE,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,3.5
Poland,POL,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2015,0,6
India,IND,Clean energy patents,Patents,Total,Total,Number,2015,0,122.5199966430664
Denmark,DNK,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2015,0,1
Sweden,SWE,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2015,0,1.25
Chinese Taipei,TWN,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2015,0,1.5
India,IND,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2015,0,6.960000038146973
Netherlands,NLD,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2015,0,1
Italy,ITA,Clean energy patents,Patents,Total,Total,Number,2015,0,211.6199951171875
Finland,FIN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2015,0,6.329999923706055
United Kingdom,GBR,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,23.170000076293945
Israel,ISR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,0.20000000298023224
Belgium,BEL,e-Mobility,Patents,Detail,Clean Energy,Number,2015,0,1.5
Germany,DEU,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2015,0,163.8000030517578
Ireland,IRL,Renewables,Patents,Detail,Clean Energy,Number,2015,0,1
Netherlands,NLD,Solar,Patents,Detail,Clean Energy,Number,2015,0,19.200000762939453
Sweden,SWE,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2015,0,8
,WORLD,Bioenergy,Patents,Detail,Clean Energy,Number,2015,0,553.5800170898438
Sweden,SWE,Energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,3.6700000762939453
People's Republic of China,CHN,Nuclear,Patents,Detail,Clean Energy,Number,2015,0,55
Spain,ESP,Fossil fuel patents,Patents,Total,Total,Number,2015,0,16.940000534057617
Japan,JPN,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2015,0,11
Sweden,SWE,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2015,0,1.5
Sweden,SWE,Clean energy patents,Patents,Total,Total,Number,2015,0,370.25
Austria,AUT,Processing and downstream,Patents,Total,Total,Number,2015,0,9.399999618530273
Spain,ESP,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,2
Australia,AUS,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2015,0,2
Germany,DEU,Clean energy patents,Patents,Total,Total,Number,2015,0,2021.6099853515625
,WORLD,Underground gaseous fuel storage,Patents,Detail,Transmission distribution,Number,2015,0,5
India,IND,Oil refining,Patents,Detail,Processing downstream,Number,2015,0,6.059999942779541
Germany,DEU,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2016,0,29.1200008392334
Brazil,BRA,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,4.170000076293945
Netherlands,NLD,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2016,0,1
Switzerland,CHE,Renewables,Patents,Detail,Clean Energy,Number,2016,0,2.5
France,FRA,Clean energy patents,Patents,Total,Total,Number,2016,0,886.8099975585938
India,IND,Total - all technologies,Patents,,,Number,2016,0,2048.780029296875
India,IND,Upstream,Patents,Total,Total,Number,2016,0,86.55000305175781
Norway,NOR,Solar,Patents,Detail,Clean Energy,Number,2016,0,2.1700000762939453
Norway,NOR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2016,0,10
Denmark,DNK,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2016,0,1
Korea,KOR,Bioenergy,Patents,Detail,Clean Energy,Number,2016,0,25.299999237060547
Mexico,MEX,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2016,0,1
Korea,KOR,Solar,Patents,Detail,Clean Energy,Number,2016,0,577.0999755859375
India,IND,Coal-to-gas,Patents,Detail,Processing downstream,Number,2016,0,1.3300000429153442
Denmark,DNK,Clean energy patents,Patents,Total,Total,Number,2016,0,116.58000183105469
Singapore,SGP,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2016,0,1
Belgium,BEL,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,2
Hungary,HUN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,0.75
Italy,ITA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,8.699999809265137
Saudi Arabia,SAU,Upstream,Patents,Total,Total,Number,2016,0,46.29999923706055
Finland,FIN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,6.599999904632568
Germany,DEU,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2016,0,39.93000030517578
Korea,KOR,e-Mobility,Patents,Detail,Clean Energy,Number,2016,0,465.9200134277344
Italy,ITA,Coal-to-gas,Patents,Detail,Processing downstream,Number,2016,0,15
Finland,FIN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2016,0,6
Denmark,DNK,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2016,0,15
Turkiye,TUR,Wind,Patents,Detail,Clean Energy,Number,2016,0,1
Israel,ISR,Bioenergy,Patents,Detail,Clean Energy,Number,2016,0,2
,WORLD,Grid,Patents,Detail,Clean Energy,Number,2016,0,509.57000732421875
Hungary,HUN,Bioenergy,Patents,Detail,Clean Energy,Number,2016,0,2
People's Republic of China,CHN,Clean energy patents,Patents,Total,Total,Number,2016,0,4791.35986328125
Great Britain,GBN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2016,0,9
Ireland,IRL,Renewables,Patents,Detail,Clean Energy,Number,2016,0,2
United Kingdom,GBR,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,62.29999923706055
Chinese Taipei,TWN,Grid,Patents,Detail,Clean Energy,Number,2016,0,2
Israel,ISR,Processing and downstream,Patents,Total,Total,Number,2016,0,1.5
Italy,ITA,Gas conditioning,Patents,Detail,Processing downstream,Number,2016,0,9.75
Denmark,DNK,Wind,Patents,Detail,Clean Energy,Number,2016,0,69.83000183105469
Great Britain,GBN,Upstream,Patents,Total,Total,Number,2016,0,80.37000274658203
United States,USA,Renewables,Patents,Detail,Clean Energy,Number,2016,0,12.899999618530273
Hong Kong,HKG,Total - all technologies,Patents,,,Number,2016,0,520.3699951171875
Ireland,IRL,Total - all technologies,Patents,,,Number,2016,0,593.27001953125
Great Britain,GBN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2016,0,42.06999969482422
Korea,KOR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2016,0,297.32000732421875
France,FRA,e-Mobility,Patents,Detail,Clean Energy,Number,2016,0,109.2699966430664
Italy,ITA,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2016,0,6.199999809265137
Hungary,HUN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,2.8299999237060547
Korea,KOR,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2016,0,21
Czech Republic,CZE,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,1
Great Britain,GBN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2016,0,14.329999923706055
Korea,KOR,Gaseous fuel distribution,Patents,Detail,Transmission distribution,Number,2016,0,3
Germany,DEU,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2016,0,17.950000762939453
Korea,KOR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2016,0,66
Poland,POL,Solar,Patents,Detail,Clean Energy,Number,2016,0,3.5
Netherlands,NLD,Oil refining,Patents,Detail,Processing downstream,Number,2016,0,8.5
Austria,AUT,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2016,0,9.170000076293945
United States,USA,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,27.6299991607666
,WORLD,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,307.3900146484375
Germany,DEU,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,523.3900146484375
,WORLD,Gas conditioning,Patents,Detail,Processing downstream,Number,2016,0,163
Finland,FIN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2016,0,7
Austria,AUT,Bioenergy,Patents,Detail,Clean Energy,Number,2016,0,12.920000076293945
Canada,CAN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2016,0,15.40999984741211
Netherlands,NLD,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2016,0,3
Canada,CAN,Processing and downstream,Patents,Total,Total,Number,2016,0,26.469999313354492
Spain,ESP,e-Mobility,Patents,Detail,Clean Energy,Number,2016,0,12.729999542236328
Finland,FIN,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,4
Singapore,SGP,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2016,0,3.200000047683716
,WORLD,Clean energy patents,Patents,Total,Total,Number,2016,0,23830.279296875
Singapore,SGP,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,5.070000171661377
People's Republic of China,CHN,Fossil fuel patents,Patents,Total,Total,Number,2016,0,523.9600219726562
Switzerland,CHE,Coal-to-gas,Patents,Detail,Processing downstream,Number,2016,0,1
Russian Federation,RUS,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,32.15999984741211
Great Britain,GBN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2016,0,53.27000045776367
Germany,DEU,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,59.33000183105469
Germany,DEU,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2016,0,22
Belgium,BEL,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,42.400001525878906
Mexico,MEX,Nuclear,Patents,Detail,Clean Energy,Number,2016,0,1
Austria,AUT,Solar,Patents,Detail,Clean Energy,Number,2016,0,12.779999732971191
India,IND,Gas conditioning,Patents,Detail,Processing downstream,Number,2016,0,1
Italy,ITA,Solar,Patents,Detail,Clean Energy,Number,2016,0,66.73999786376953
Saudi Arabia,SAU,Building energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,1
Germany,DEU,Building energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,219.8000030517578
People's Republic of China,CHN,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2016,0,3
Hong Kong,HKG,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2016,0,5
India,IND,Renewables,Patents,Detail,Clean Energy,Number,2016,0,0.6700000166893005
Netherlands,NLD,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,1
Brazil,BRA,Upstream,Patents,Total,Total,Number,2016,0,9.970000267028809
Mexico,MEX,Clean energy patents,Patents,Total,Total,Number,2016,0,20.950000762939453
,WORLD,Air - rail - marine,Patents,Detail,Clean Energy,Number,2016,0,1762.489990234375
Saudi Arabia,SAU,Bioenergy,Patents,Detail,Clean Energy,Number,2016,0,1
Spain,ESP,Other renewables,Patents,Detail,Clean Energy,Number,2016,0,2.859999895095825
Russian Federation,RUS,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2016,0,1
Ireland,IRL,e-Mobility,Patents,Detail,Clean Energy,Number,2016,0,0.800000011920929
Singapore,SGP,Upstream,Patents,Total,Total,Number,2016,0,23.270000457763672
Germany,DEU,Compressed gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2016,0,1
Spain,ESP,Total - all technologies,Patents,,,Number,2016,0,2979.10009765625
Switzerland,CHE,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2016,0,2.75
Chinese Taipei,TWN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2016,0,89.0199966430664
India,IND,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2016,0,3.119999885559082
Denmark,DNK,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,4
Denmark,DNK,Gas conditioning,Patents,Detail,Processing downstream,Number,2016,0,1
Canada,CAN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2016,0,1.5
Germany,DEU,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2016,0,187.38999938964844
France,FRA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2016,0,19.299999237060547
Korea,KOR,Other renewables,Patents,Detail,Clean Energy,Number,2016,0,18
Poland,POL,Processing and downstream,Patents,Total,Total,Number,2016,0,3
Finland,FIN,Upstream,Patents,Total,Total,Number,2016,0,8
United Kingdom,GBR,Grid,Patents,Detail,Clean Energy,Number,2016,0,12.960000038146973
United States,USA,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2016,0,38.25
Japan,JPN,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2016,0,1
Brazil,BRA,Grid,Patents,Detail,Clean Energy,Number,2016,0,1
Spain,ESP,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,13
Japan,JPN,e-Mobility,Patents,Detail,Clean Energy,Number,2016,0,1234.969970703125
Ireland,IRL,Air - rail - marine,Patents,Detail,Clean Energy,Number,2016,0,2.5
Denmark,DNK,Upstream,Patents,Total,Total,Number,2016,0,7
Ireland,IRL,Fossil fuel patents,Patents,Total,Total,Number,2016,0,2
France,FRA,Building energy efficiency,Patents,Detail,Clean Energy,Number,2016,0,81.87000274658203
Spain,ESP,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2016,0,7.75
United States,USA,Liquid fuel distribution (gas stations),Patents,Detail,Transmission distribution,Number,2016,0,1
Canada,CAN,Fossil fuel patents,Patents,Total,Total,Number,2016,0,86.05000305175781
Poland,POL,e-Mobility,Patents,Detail,Clean Energy,Number,2016,0,0.20000000298023224
Russian Federation,RUS,Other renewables,Patents,Detail,Clean Energy,Number,2016,0,3
Czech Republic,CZE,Renewables,Patents,Detail,Clean Energy,Number,2016,0,1
Sweden,SWE,Bioenergy,Patents,Detail,Clean Energy,Number,2016,0,4.5
