"Policy ID","Country ISO","Policy name","Policy Title",Jurisdiction,"Supranational region",Country,"Subnational region or state","City or local","Type of policy instrument","Sector name","Policy description","Policy type","Policy stringency","Implementation state","Date of decision","Start date of implementation","End date of implementation","High impact","Policy objective","Source or references","Last update","Impact indicators: comments","Impact indicators: name","Impact indicators: value","Impact indicators: base year","Impact indicators: target year"
211001571,KOR,"Joint Communiqué of the 7th Annual APEC Conference Republic of Korea (2005)","Joint Communiqué of the 7th Annual APEC Conference",Country,,"Republic of Korea",,,"Policy support, Research & Development and Deployment (RD&D)","Electricity and heat, Renewables, CCS, Coal, Nuclear",,"Renewables, Energy efficiency, Other low-carbon technologies and fuel switch",,"In force",2005,,,Unknown,Mitigation,https://www.mofa.go.jp/policy/economy/apec/2005/joint.html,,,,,,
211004173,ESP,"JESSICA-F.I.D.A.E Fund (Energy Saving and Diversification Investment Fund) Spain (2014)","JESSICA-F.I.D.A.E Fund (Energy Saving and Diversification Investment Fund)",Country,,Spain,,,"Grants and subsidies","Electricity and heat, Renewables","The aim of this fund is to finance urban sustainable development projects to improve energy efficiency, use renewable energies and be developed by energy services companies (ESCOs) or other private enterprises. This fund is to finance all the investments directly bound to the issue of energy efficiency and the use of renewable energies in urban environments, and it is compatible with other public or private funding sources, as well as with subsidies either co-funded or not by the FEDER. Priority issues: Energy efficiency and energy management (existing and new buildings); Renewable energy projects (solar thermal, solar PV, biomass); Projects related to clean transport, contributing to improvement of energy efficiency and the use of renewable energies. The management and marketing of JESSICA-F.I.D.A.E. Fund was entrusted by the EIB to BBVA through public tender. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy efficiency, Renewables",,Ended,2014,,,Unknown,Mitigation,https://www.iea.org/policies/427-jessica-fidae-fund-energy-saving-and-diversification-investment-fund?country=Spain&page=2&qs=spai,,,,,,
211002511,FRA,"Renewable Energy Purchasing Conditions France (1999)","Renewable Energy Purchasing Conditions",Country,,France,,,"Regulatory Instruments","Electricity and heat, Renewables",,Renewables,,"In force",1999,,,Unknown,Mitigation,https://prod.iea.org/policies/3551-renewable-energy-purchasing-conditions?page=85&sector=Generation%2CIndustry%2CBuildings,,,,,,
211003841,URY,"Environmental Impact Assessment Uruguay (2005)","Environmental Impact Assessment",Country,,Uruguay,,,"Codes and standards, Sectoral standards","Electricity and heat, Renewables","This decree states the requirement for environmental impact analysis for electricity generation projects. It also includes the requirement for a decommissioning plan and a decommissioning guarantee which is determined on a case-by-case basis. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2005,,,Unknown,Mitigation,https://www.iea.org/policies/5969-environmental-impact-assessment?country=Uruguay&qs=urugu,,,,,,
211000056,KOR,"2nd Energy Master Plan Republic of Korea (2014)","2nd Energy Master Plan",Country,,"Republic of Korea",,,"Strategic planning, Energy efficiency target, Political & non-binding energy efficiency target, Renewable energy target, Political & non-binding renewable energy target","General, Electricity and heat, Renewables","""South Korea government announced 2nd National Energy Master Plan on January 2014. The major targets are:
""- A renewables target of 5.2% in the primary energy supply by 2020 and 11% by 2035. The major increasing sources are PV and Wind energy.
""- Distributed power plants (Microgrid with Renewables, Regional energy) will supply above 15% of total electricity generation by 2035.
""- Demand reduction of 13% in the total energy demand and 15% in the electricity demand by 2035. To achieve targets, demand side management using a ICT (Information Communication Technology)-based smart grid including ESS (Energy Storage System) will be conducted. Also, tax and tariff system will be changed.
""- Reduction of carbon dioxide emission by 30% below business-as-usual (BAU) levels by 2020."" (ORNL, )
Targets
- 13% demand reduction (final energy consumption) by 2035 relative to national BAU (254.1 MToe)
- 15% demand reduction in electricity by 2035 relative to national BAU (816 TWh)","Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,"In force",2014,2014,2035,unclear,"Mitigation, Adaptation","http://www.motie.go.kr/common/download.do?fid=bbs&bbs_cd_n=37&bbs_seq_n=104479&file_seq_n=1
http://web.ornl.gov/sci/ees/etsd/btric/usnt/countryReports/KOREA.pdf",,"Includes two (aspirational targets)
- 5% new/REN by 2020 and 11% new/REN TPES by 2035","Energy efficiency improvement target (%), Share of renewables (%)","13, 11","0,","2035, 2035"
211003905,SWE,"Feed-in tariffs Sweden (1998)","Feed-in tariffs",Country,,Sweden,,,"Grid access and priority for renewables, Feed-in tariffs or premiums","Electricity and heat, Renewables","The liberalisation of the Swedish electricity market provided straightforward access for small independent generators to be connected to the grid. Swedish utilities were obliged to purchase electricity from small generators at agreed prices. Since the end of 1998, biomass and wind power has been sold at the market price plus a temporary support provided by the state. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Unknown,1998,,,Unknown,Mitigation,https://www.iea.org/policies/3509-feed-in-tariffs?country=Sweden&page=3&qs=swede,,,,,,
211001935,IND,"National Electricity Plan India (2012)","National Electricity Plan",Country,,India,,,"Climate strategy, Renewable energy target","Electricity and heat","On May 3, 2016, with the promulgation of Law No. 13.280, a new cycle began. The law provides for the definition of annual plans for the application of these resources, plans that are drawn up and approved, after a public consultation process, by government representatives and agents of the national energy sector, which gives transparency and credibility to the investments made.","Renewables, Other low-carbon technologies and fuel switch",,Planned,2012,,2027,High,Mitigation,"https://www.carbonbrief.org/india-planned-coal-plants-could-single-handedly-jeopordise-one-point-five-target
https://climateobserver.org/wp-content/uploads/2015/01/National-Electricity-Plan.pdf",,{{{Comments}}},"Share of renewables (%)",57,2017,2027
211003379,THA,"Strategic plan for renewable energy development Thailand (2004)","Strategic plan for renewable energy development",Country,,Thailand,,,"Strategic planning, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables, General","Target: increase the renewable energy share of commercial primary energy to 8% by 2011. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,Ended,2004,,2008,Unknown,Mitigation,https://www.iea.org/policies/4873-strategic-plan-for-renewable-energy-development-8-target,,,,,,
211001881,KOR,"NRE mandatory use for public buildings Republic of Korea (2004)","NRE mandatory use for public buildings",Country,,"Republic of Korea",,,"Policy support, Building codes and standards, Obligation schemes","Buildings, Electricity and heat, Renewables, Construction",,Renewables,,"In force",2004,,,Unknown,Mitigation,https://unfccc.int/sites/default/files/2nd_biennial_update_report_republic_of_korea_eng.pdf,,,,,,
211004153,NGA,"Intended Nationally Determined Contribution - INDC Nigeria (2015)","Intended Nationally Determined Contribution - INDC",Country,,Nigeria,,,"Energy efficiency target, Political & non-binding energy efficiency target, GHG reduction target, Political & non-binding GHG reduction target, Renewable energy target","Agriculture and forestry, Electricity and heat, Gas, Renewables, General, Transport","Type of objective: Reduction from Business as Usual (BAU) Target year: 2030 Implementation period: 2015-2030 Base data period: 2010-2014 Summary of objective: Economic and social development, grow economy 5% per year, improve standard of living, electricity access for all Unconditional and conditional mitigation objectives: 20% unconditional, 45% conditional Key measures • Work towards ending gas flaring by 2030 • Work towards Off-grid solar PV of 13GW (13,000MW) • Efficient gas generators • 2% per year energy efficiency (30% by 2030) • Transport shift car to bus • Improve electricity grid • Climate smart agriculture and reforestation","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,Superseded,2015,2015,2030,Unknown,"Adaptation, Mitigation",http://www4.unfccc.int/submissions/INDC/Published%20Documents/Nigeria/1/Approved%20Nigeria's%20INDC_271115.pdf,,"Unconditional GHG emissions reduction (%), Conditional GHG emissions reduction (%), Energy efficiency improvement target (%), Capacity of renewables (MW)","GHG emissions reduction (%), GHG emissions reduction (%), Energy efficiency improvement target (%), Capacity of renewables (MW)","20, 45, 30, 13000","0, 0, 0,","2030, 2030, 2030, 2030"
211005244,ITA,"Resolution CIPE number 7 - Energy income measures Italy (2020)","Resolution CIPE number 7 - Energy income measures",Country,,Italy,,,"Economic instruments, Fiscal or financial incentives, Grants and subsidies","Electricity and heat, Renewables","Capital grants of 200 million euros to be used by 2025 in favour of the FSC 2014-2020 plan aiming to cover the construction and and installation costs of PV for domestic use, promoting, therefore, the spread of renewable energy primary sources for families and individuals, mainly the low income ones.",Renewables,,"In force",2020,,2025,Unknown,Mitigation,"https://www.nextville.it/normativa/37651/delibera-cipe-17-marzo-2020-n-7-2020/
https://www.iea.org/policies/12164-cipe-resolution-march-17th-2020?country=Italy&qs=italy",01/05/2021,,,,,
211004228,UKR,"Law 74/94-VR on Energy Saving, amended by Law 783-XIV and Law 2509-IV Ukraine (1994)","Law 74/94-VR on Energy Saving, amended by Law 783-XIV and Law 2509-IV",Country,,Ukraine,,,"Fiscal or financial incentives, Policy support, Strategic planning, Regulatory Instruments, Research & Development and Deployment (RD&D)","Electricity and heat, Industry",Legislative,"Energy efficiency, Other low-carbon technologies and fuel switch",,"In force",1994,,,,Mitigation,http://faolex.fao.org/docs/texts/ukr50163.doc,,,,,,
211004586,YEM,"National Strategy for Renewable Energy and Energy Efficiency Yemen (2009)","National Strategy for Renewable Energy and Energy Efficiency",Country,,Yemen,,,"Strategic planning","Electricity and heat, Renewables, Buildings, Heating and cooling","Seeks to promote renewable power generation and energy efficiency. Has a reference to reducing greenhouse gas emissions.
Targets: 1) 15% increase in energy efficiency in the power sector until 2025 by 2025 against a 2009 baseline; 2) 15% of generation mix in 2025 (2600GWh), from which 400 MW wind, 160 MW geothermal and 6MW landfill gas by 2025 against a 2009 baseline; 3) 110,000 rural HH (45% of identified market potential) to be electrified Solar Home Systems until 2025 (installed capacity app. 5.5 MWp) by 2025 against a 2009 baseline; 4) Solar Water Heaters: 40% of market potential in 2025 (200,000 units) representing a saving potential of 457 GWh by 2025 against a 2009 baseline","Energy efficiency, Renewables",,"In force",2009,,,Unknown,Mitigation,https://climate-laws.org/cclow/geographies/198/policies/4783,,"Increase in energy efficiency in the power sector","Energy efficiency improvement target (%)",15,2009,2025
